ZIP,PCT_WORKING,PCT_HOUSE_OWNERS,PCT_WITH_CAR,CUSTOMER_ID,mailing_Standard tennisracket,mailing_XL original orange baseball cap,mailing_XS original red soccer shirt,GENDER,CREDITLIMIT,ZODIAC,E-MAIL ADDRESS,ORDERDATE_Max,PRICE_Sum_Sum,NUMBER OF PURCHASES
"1156IA",88,75,90,4338.000,"F","T","F","F",3086.000,10.000,"name1780@lomejor.es",2001-02-11,1893.170,1
"1156IA",88,75,90,19637.000,"F","F","T","F",3086.000,9.000,"name17274@wwmail.de",2008-06-07,67.567,1
"1156LT",78,61,87,10548.000,"F","T","F","M",7878.000,7.000,"name28826@zigzag.cat",2006-06-23,128.952,1
"1156LT",78,61,87,20548.000,"F","T","T","M",7878.000,11.000,"name10175@tnet.inc",2005-12-09,413.033,1
"1156LT",78,61,87,25548.000,"F","T","F","M",7878.000,7.000,"name25767@wwmail.uk",2010-08-09,1210.010,3
"1156OV",73,61,93,9219.000,"T","F","T","M",2388.000,7.000,"name10184@tnet.inc",2009-10-22,1549.029,3
"1156OV",73,61,93,24219.000,,,,"M",2388.000,10.000,"name10847@tnet.inc",2007-04-27,1008.828,3
"1156XJ",75,57,91,2673.000,"F","T","F","M",553.000,9.000,"name22281@wwmail.inc",1999-02-18,1007.780,2
"1156ZV",92,80,89,30255.000,,,,"M",4329.000,6.000,"name28602@zigzag.cat",2009-05-02,941.434,3
"1157FZ",80,65,92,13139.000,"F","F","T","M",7311.000,9.000,"name9020@tnet.inc",2007-09-09,364.016,2
"1157FZ",80,65,92,18139.000,"T","F","F","M",7311.000,6.000,"name11526@tnet.uk",2008-12-30,1227.720,3
"1157MW",80,65,93,8718.000,"F","T","T","F",1488.000,8.000,"name20643@wwmail.inc",2008-06-27,655.090,3
"1157TP",83,69,91,6937.000,,,,"M",9558.000,10.000,"name16299@wwmail.de",2010-06-02,2202.755,6
"1157TP",83,69,91,26937.000,"T","F","F","M",9558.000,10.000,"name8285@tnet.inc",2005-06-02,159.849,1
"1158CG",71,52,91,21270.000,"T","F","F","M",6919.000,12.000,"name17107@wwmail.de",2010-11-08,2591.380,6
"1158CG",71,52,91,1773.000,"T","T","F","M",6919.000,8.000,"name20246@wwmail.es",2010-09-06,2796.330,6
"1158MY",78,61,90,8582.000,"T","F","F","F",4997.000,11.000,"name12767@tnet.uk",2006-07-13,702.908,2
"1158MY",78,61,90,23582.000,,,,"F",4997.000,3.000,"name29501@zigzag.jp",2010-03-03,191.934,2
"1158TL",85,70,90,6766.000,,,,"M",1220.000,8.000,"name6252@tnet.fr",2010-03-18,1030.581,3
"1158TL",85,70,90,16766.000,"F","F","T","M",1220.000,8.000,"name11728@tnet.uk",2009-06-09,581.264,3
"1158TL",85,70,90,26766.000,,,,"M",1220.000,10.000,"name6294@tnet.fr",2005-10-19,513.804,2
"1159FD",73,58,90,7770.000,"T","F","F","F",1649.000,7.000,"name12872@tnet.uk",2010-04-24,401.080,3
"1159FD",73,58,90,22770.000,,,,"F",1649.000,4.000,"name1442@lomejor.es",2010-07-13,75.085,1
"1159HM",84,70,90,4063.000,"F","T","T","F",3172.000,9.000,"name27660@zigzag.be",2007-05-05,578.787,1
"1159HM",84,70,90,14064.000,,,,"F",3172.000,9.000,"name242@hmail.inc",2009-11-02,974.153,3
"1159HM",84,70,90,19064.000,,,,"F",3172.000,7.000,"name11385@tnet.uk",2007-08-23,753.275,1
"1159TK",83,68,93,16078.000,"T","T","F","F",8232.000,11.000,"name4707@tnet.jp",2011-04-19,5188.299,2
"1159XP",76,60,90,5748.000,"F","T","F","M",793.000,5.000,"name18117@wwmail.es",2007-11-23,347.009,2
"1159XP",76,60,90,25748.000,"F","T","F","M",793.000,10.000,"name2951@molbe.cat",2006-07-05,122.967,1
"1159ZW",76,67,89,21873.000,"F","T","F","F",1150.000,9.000,"name14311@tnet.uk",2010-01-04,438.612,1
"1159ZW",76,67,89,26873.000,"T","T","T","F",1150.000,2.000,"name1404@lomejor.es",2008-07-25,1244.914,3
"1160KC",72,58,90,4228.000,"F","T","F","F",3655.000,3.000,"name9580@tnet.inc",2009-05-27,340.430,3
"1160KC",72,58,90,23628.000,"F","T","F","F",3655.000,6.000,"name22316@wwmail.inc",2010-10-09,668.220,5
"1160QR",84,69,92,3534.000,"F","T","F","F",6141.000,8.000,"name3034@molbe.cat",2003-11-02,1237.850,2
"1160QR",84,69,92,28534.000,,,,"F",6141.000,3.000,"name25599@wwmail.uk",2009-09-08,629.621,3
"1161BL",93,76,87,8485.000,,,,"F",6365.000,6.000,"name27601@zigzag.be",2006-10-25,516.244,2
"1161XD",72,54,91,9383.000,"F","T","F","F",1504.000,5.000,"name21710@wwmail.inc",2010-08-29,170.188,1
"1161YJ",81,69,88,2610.000,"T","T","F","F",265.000,8.000,"name27619@zigzag.be",2010-10-13,1094.932,2
"1162BA",76,61,91,5497.000,"T","T","F","F",4136.000,12.000,"name17951@wwmail.es",2000-09-28,1916.360,3
"1162MX",88,72,87,30650.000,,,,"M",2447.000,1.000,"name8516@tnet.inc",2007-11-25,1292.308,2
"1162WX",82,68,86,12544.000,,,,"M",1450.000,2.000,"name16869@wwmail.de",2010-09-03,1038.182,3
"1162ZZ",74,57,89,20664.000,"F","F","T","F",341.000,11.000,"name15743@wwmail.de",2010-06-13,211.161,2
"1162ZZ",74,57,89,30664.000,"T","F","T","F",341.000,8.000,"name24692@wwmail.org",2006-11-03,1688.566,3
"1163KM",77,57,90,9043.000,"F","T","F","M",6741.000,8.000,"name18631@wwmail.es",2010-06-13,190.098,1
"1163KM",77,57,90,29043.000,"T","T","F","M",6741.000,5.000,"name15286@wwmail.de",2008-02-05,708.436,1
"1163KM",77,57,90,24043.000,"T","T","F","M",6741.000,7.000,"name25004@wwmail.org",2005-02-10,226.034,1
"1163MK",82,67,89,11528.000,"F","T","F","F",1374.000,6.000,"name21238@wwmail.inc",2006-09-15,318.430,1
"1163PZ",70,56,89,9070.000,,,,"F",2619.000,2.000,"name2426@molbe.cat",2009-07-11,1552.557,3
"1163TM",83,69,92,8336.000,"F","F","T","M",9350.000,8.000,"name20681@wwmail.inc",2010-08-21,1102.273,3
"1163TM",83,69,92,3135.000,"F","T","T","M",9350.000,9.000,"name13529@tnet.uk",2000-02-08,220.680,1
"1163TM",83,69,92,13336.000,"T","F","F","M",9350.000,2.000,"name29282@zigzag.jp",2010-04-13,753.413,4
"1163TM",83,69,92,28336.000,,,,"M",9350.000,1.000,"name12659@tnet.uk",2010-02-16,1189.261,3
"1164AT",84,65,89,19297.000,,,,"F",1710.000,2.000,"name8706@tnet.inc",2010-06-12,135.937,2
"1164AT",84,65,89,9297.000,,,,"F",1710.000,10.000,"name16171@wwmail.de",2010-12-06,1813.475,5
"1164KS",79,68,88,11588.000,"T","T","F","F",3886.000,6.000,"name26529@wwmail.uk",2008-10-27,667.673,2
"1164VN",80,64,89,10941.000,,,,"F",2621.000,10.000,"name21434@wwmail.inc",2008-11-15,232.056,1
"1164VN",80,64,89,740.000,"T","T","F","F",2621.000,9.000,"name23366@wwmail.inc",2001-02-05,1971.720,2
"1164VN",80,64,89,25941.000,,,,"F",2621.000,7.000,"name23004@wwmail.inc",2005-07-21,255.755,1
"1164ZI",84,70,93,10086.000,,,,"M",6555.000,10.000,"name28709@zigzag.cat",2007-12-10,1618.686,3
"1165CA",67,49,92,2499.000,"T","T","F","F",7801.000,1.000,"name14758@wwmail.de",2006-12-09,1226.045,4
"1165LD",86,72,88,16155.000,"T","F","F","F",4991.000,10.000,"name4061@tnet.jp",2005-06-23,575.515,2
"1165YA",86,71,91,21291.000,,,,"F",4332.000,11.000,"name4468@tnet.jp",2010-10-02,1115.222,5
"1165YA",86,71,91,16291.000,,,,"F",4332.000,10.000,"name4630@tnet.jp",2006-09-14,144.747,1
"1165YA",86,71,91,26291.000,"F","F","T","F",4332.000,8.000,"name5375@tnet.jp",2009-01-08,1045.577,4
"1165ZT",83,69,91,18735.000,,,,"F",1109.000,7.000,"name18931@wwmail.es",2010-02-28,1693.743,6
"1165ZT",83,69,91,23735.000,,,,"F",1109.000,7.000,"name9936@tnet.inc",2010-11-29,1356.471,3
"1166OK",88,71,87,4112.000,"F","T","F","M",3879.000,9.000,"name6609@tnet.fr",2010-10-25,1525.514,6
"1166OK",88,71,87,9113.000,"F","T","F","M",3879.000,3.000,"name23912@wwmail.org",2006-10-12,588.306,2
"1166WD",79,63,91,17174.000,,,,"M",997.000,3.000,"name28407@zigzag.cat",2009-08-13,601.618,2
"1166YQ",84,69,93,814.000,"F","T","F","F",9810.000,2.000,"name1640@lomejor.es",2002-12-14,469.520,1
"1167JP",86,71,92,13039.000,,,,"F",5276.000,3.000,"name18460@wwmail.es",2010-04-26,185.224,2
"1167JP",86,71,92,8039.000,,,,"F",5276.000,8.000,"name2149@lomejor.es",2010-04-16,2219.992,5
"1167SQ",81,63,91,29332.000,,,,"M",6989.000,10.000,"name2476@molbe.cat",2010-09-25,901.531,3
"1167ZF",78,62,86,27278.000,"F","T","F","F",8649.000,4.000,"name16186@wwmail.de",2009-07-22,436.833,2
"1168AS",88,72,89,4478.000,"T","T","F","F",701.000,5.000,"name6894@tnet.fr",1999-11-04,157.290,1
"1168AS",88,72,89,9476.000,"T","F","F","F",701.000,5.000,"name29118@zigzag.jp",2010-03-30,720.567,2
"1168DJ",87,71,87,13649.000,,,,"F",1023.000,4.000,"name922@hmail.uk",2007-12-25,166.864,2
"1168DJ",87,71,87,18649.000,,,,"F",1023.000,6.000,"name27121@wwmail.uk",2005-08-13,264.038,1
"1168GZ",82,69,91,21008.000,"T","T","F","M",8754.000,3.000,"name17798@wwmail.es",2008-11-15,2013.111,4
"1168GZ",82,69,91,26008.000,"F","T","F","M",8754.000,8.000,"name5427@tnet.jp",2007-08-28,240.393,2
"1168IQ",67,52,92,6300.000,,,,"F",8275.000,6.000,"name1421@lomejor.es",2009-08-18,2255.468,5
"1168JH",85,71,90,8757.000,"T","F","F","F",4385.000,10.000,"name26848@wwmail.uk",2007-03-29,260.998,1
"1168JH",85,71,90,13757.000,,,,"F",4385.000,10.000,"name18207@wwmail.es",2009-11-16,1879.605,3
"1168JH",85,71,90,28757.000,,,,"F",4385.000,11.000,"name28510@zigzag.cat",2006-06-17,178.078,1
"1168PA",77,59,90,29074.000,"T","F","F","F",660.000,12.000,"name15273@wwmail.de",2009-07-21,1870.933,5
"1168SE",78,63,87,19380.000,,,,"F",6573.000,11.000,"name27979@zigzag.be",2009-02-22,1063.065,4
"1168XW",73,56,87,5697.000,"F","T","F","M",3239.000,7.000,"name24510@wwmail.org",2008-05-20,639.892,2
"1168XW",73,56,87,10096.000,,,,"M",3239.000,12.000,"name588@hmail.uk",2005-11-13,1741.337,3
"1168XW",73,56,87,25096.000,"T","F","T","M",3239.000,9.000,"name20063@wwmail.es",2009-06-21,1004.319,2
"1168ZB",83,68,93,20021.000,,,,"M",6069.000,1.000,"name10702@tnet.inc",2009-08-06,433.949,1
"1168ZB",83,68,93,30021.000,,,,"M",6069.000,10.000,"name8839@tnet.inc",2005-11-10,353.507,1
"1169BP",77,62,91,8263.000,"F","T","F","M",5223.000,10.000,"name28380@zigzag.cat",2008-03-01,479.237,2
"1169BP",77,62,91,18263.000,"T","T","F","M",5223.000,8.000,"name26844@wwmail.uk",2010-10-02,720.502,3
"1169BP",77,62,91,3062.000,"F","T","F","M",5223.000,2.000,"name22048@wwmail.inc",2010-05-08,719.187,2
"1169HV",78,65,92,4641.000,"T","T","T","F",3560.000,1.000,"name24675@wwmail.org",2010-03-09,1128.446,3
"1169HV",78,65,92,14840.000,,,,"F",3560.000,7.000,"name21065@wwmail.inc",2007-09-02,96.747,1
"1169HV",78,65,92,29840.000,"F","F","T","F",3560.000,11.000,"name22268@wwmail.inc",2008-12-13,820.961,3
"1169IY",82,67,91,7555.000,,,,"F",6600.000,3.000,"name7288@tnet.fr",2010-09-25,960.319,3
"1169NF",81,68,89,8985.000,,,,"M",2826.000,10.000,"name12713@tnet.uk",2010-07-20,642.364,3
"1170SC",70,54,87,22064.000,"T","F","T","F",4744.000,9.000,"name14300@tnet.uk",2008-08-02,578.847,2
"1170YA",84,70,92,8543.000,"F","T","F","F",6341.000,2.000,"name22535@wwmail.inc",2007-08-29,906.095,3
"1171MA",85,71,90,19975.000,"T","F","F","F",8988.000,6.000,"name700@hmail.uk",2010-04-04,806.236,2
"1171UC",87,69,89,5691.000,"F","T","F","M",2341.000,10.000,"name193@hmail.inc",2005-10-22,215.762,1
"1171UC",87,69,89,25090.000,,,,"M",2341.000,9.000,"name1018@hmail.uk",2008-02-17,980.564,3
"1172QU",91,76,90,9006.000,,,,"M",2570.000,9.000,"name21228@wwmail.inc",2009-10-23,815.158,2
"1172QU",91,76,90,19006.000,"T","F","T","M",2570.000,5.000,"name25513@wwmail.uk",2010-03-02,888.909,3
"1172QU",91,76,90,4005.000,"F","T","F","M",2570.000,10.000,"name21498@wwmail.inc",2003-02-26,131.640,1
"1172ZG",80,62,89,7185.000,,,,"F",8688.000,5.000,"name16488@wwmail.de",2010-08-30,251.884,1
"1172ZG",80,62,89,22185.000,,,,"F",8688.000,6.000,"name2310@lomejor.es",2006-07-01,329.866,1
"1172ZG",80,62,89,12185.000,,,,"F",8688.000,8.000,"name29984@zigzag.nl",2009-11-21,1926.480,3
"1172ZK",72,59,89,18845.000,"T","F","F","M",704.000,2.000,"name28997@zigzag.cat",2010-08-24,1165.941,4
"1172ZK",72,59,89,23845.000,"T","F","F","M",704.000,5.000,"name1753@lomejor.es",2009-06-24,526.681,1
"1172ZQ",79,61,91,20400.000,,,,"F",1206.000,10.000,"name25728@wwmail.uk",2007-01-09,1192.111,3
"1173HY",78,60,92,1492.000,"F","T","F","F",3441.000,4.000,"name17431@wwmail.de",2008-12-18,369.549,1
"1173HY",78,60,92,26491.000,"F","F","T","F",3441.000,7.000,"name13802@tnet.uk",2009-12-14,497.626,3
"1173NU",77,63,91,22068.000,"F","T","F","F",1780.000,10.000,"name24255@wwmail.org",2009-07-05,1161.139,2
"1173RL",83,70,89,7354.000,,,,"F",123.000,9.000,"name8853@tnet.inc",2007-03-12,620.447,1
"1173RL",83,70,89,27354.000,"F","F","T","F",123.000,5.000,"name13268@tnet.uk",2010-06-22,2497.374,6
"1173WK",76,60,93,30052.000,,,,"F",3629.000,3.000,"name1245@hmail.uk",2009-02-27,600.091,2
"1173WK",76,60,93,25052.000,"T","F","F","F",3629.000,11.000,"name22276@wwmail.inc",2010-02-06,425.239,1
"1174BM",83,69,93,22986.000,,,,"M",383.000,10.000,"name16595@wwmail.de",2010-07-17,437.161,3
"1174CV",72,59,89,26805.000,,,,"M",3194.000,9.000,"name397@hmail.inc",2006-06-08,705.681,1
"1174QG",81,62,90,5008.000,"T","T","F","M",8366.000,2.000,"name1650@lomejor.es",2009-01-16,82.499,1
"1174QG",81,62,90,15007.000,,,,"M",8366.000,4.000,"name16871@wwmail.de",2010-07-22,664.262,3
"1174QG",81,62,90,20007.000,,,,"M",8366.000,6.000,"name8017@tnet.fr",2010-01-18,359.949,1
"1174UB",74,59,88,20449.000,,,,"M",7225.000,10.000,"name15557@wwmail.de",2008-02-29,1072.490,3
"1174UN",77,63,92,20657.000,,,,"F",683.000,10.000,"name21616@wwmail.inc",2010-08-23,1201.474,3
"1174UN",77,63,92,25657.000,,,,"F",683.000,4.000,"name9650@tnet.inc",2010-09-06,1412.156,3
"1174XA",80,65,91,15214.000,"T","F","T","M",8226.000,2.000,"name11931@tnet.uk",2007-12-16,556.126,1
"1175CJ",82,65,93,8067.000,,,,"M",8177.000,2.000,"name4456@tnet.jp",2010-11-20,1510.907,4
"1175CJ",82,65,93,28067.000,"T","F","F","M",8177.000,11.000,"name2098@lomejor.es",2009-05-27,1378.140,3
"1175FJ",74,58,90,8377.000,,,,"M",1987.000,10.000,"name2102@lomejor.es",2008-05-08,440.507,3
"1175FJ",74,58,90,3176.000,"F","T","F","M",1987.000,7.000,"name5662@tnet.jp",2010-03-16,888.743,3
"1175FJ",74,58,90,28377.000,,,,"M",1987.000,6.000,"name24959@wwmail.org",2009-11-05,594.352,2
"1175OV",74,59,89,21977.000,,,,"F",8844.000,3.000,"name27145@wwmail.uk",2010-10-04,216.981,2
"1175ZR",74,58,84,21125.000,,,,"M",7722.000,11.000,"name23141@wwmail.inc",2009-11-06,1490.446,6
"1175ZR",74,58,84,1125.000,"F","T","F","M",7722.000,4.000,"name20493@wwmail.es",2003-09-11,1859.390,2
"1176FD",84,67,90,9480.000,,,,"M",2907.000,9.000,"name20404@wwmail.es",2007-12-23,699.842,3
"1176FD",84,67,90,29480.000,,,,"M",2907.000,7.000,"name20559@wwmail.es",2010-06-28,877.884,3
"1176GA",83,69,92,28610.000,,,,"M",9909.000,11.000,"name12481@tnet.uk",2008-04-20,86.323,1
"1176GA",83,69,92,23610.000,,,,"M",9909.000,12.000,"name29483@zigzag.jp",2008-10-14,375.027,1
"1176IO",83,69,90,19562.000,,,,"F",1516.000,9.000,"name5808@tnet.fr",2009-03-13,1078.565,3
"1176IO",83,69,90,24562.000,"T","F","F","F",1516.000,3.000,"name21825@wwmail.inc",2010-12-12,1139.343,5
"1176MF",86,68,90,15285.000,"F","F","T","F",877.000,4.000,"name11920@tnet.uk",2010-11-11,1314.977,6
"1176MF",86,68,90,30285.000,,,,"F",877.000,1.000,"name11418@tnet.uk",2006-01-19,153.480,1
"1176XO",81,68,90,13997.000,"F","F","T","M",3806.000,2.000,"name18119@wwmail.es",2007-01-26,1150.057,2
"1176XO",81,68,90,3996.000,"F","T","F","M",3806.000,3.000,"name26727@wwmail.uk",2007-06-13,405.926,2
"1176XO",81,68,90,23997.000,"T","F","F","M",3806.000,8.000,"name9599@tnet.inc",2009-04-21,1025.240,2
"1176XO",81,68,90,28997.000,"T","F","F","M",3806.000,4.000,"name15314@wwmail.de",2009-09-20,398.023,2
"1177HL",77,60,88,21560.000,,,,"M",1466.000,3.000,"name28701@zigzag.cat",2009-04-08,715.862,3
"1177HL",77,60,88,26560.000,,,,"M",1466.000,8.000,"name20854@wwmail.inc",2007-08-13,204.777,1
"1177PD",81,67,90,8581.000,"F","F","T","M",2090.000,1.000,"name22104@wwmail.inc",2010-03-18,1451.123,5
"1177TR",82,67,89,28991.000,"T","F","T","M",6587.000,5.000,"name10926tnet.inc",2006-07-23,425.131,2
"1177TR",82,67,89,23991.000,"F","F","T","M",6587.000,8.000,"name15929@wwmail.de",2008-12-06,1163.200,3
"1178US",85,73,90,14747.000,,,,"F",461.000,12.000,"name17082@wwmail.de",2010-10-09,134.688,2
"1178US",85,73,90,29747.000,,,,"F",461.000,9.000,"name11751@tnet.uk",2006-02-10,397.744,1
"1179IQ",81,68,90,17753.000,"F","T","F","F",4457.000,6.000,"name2883@molbe.cat",2010-03-25,514.929,2
"1179IQ",81,68,90,27753.000,"T","T","F","F",4457.000,12.000,"name13021@tnet.uk",2007-11-25,366.154,1
"1179IQ",81,68,90,22753.000,"F","T","F","F",4457.000,9.000,"name25863@wwmail.uk",2011-06-29,4518.724,2
"1179YE",73,60,91,12248.000,"F","T","F","M",655.000,5.000,"name7964@tnet.fr",2007-01-22,624.058,2
"1180HP",70,55,91,13613.000,"T","T","F","M",4059.000,9.000,"name25273@wwmail.org",2010-01-23,528.278,2
"1180HP",70,55,91,8613.000,"F","T","F","M",4059.000,6.000,"name16177@wwmail.de",2009-07-23,985.385,4
"1180IC",88,77,89,26819.000,"F","F","T","F",9611.000,12.000,"name18016@wwmail.es",2010-05-26,896.419,3
"1180NG",77,62,91,14106.000,"T","F","F","F",4937.000,5.000,"name25419@wwmail.org",2008-05-18,390.095,2
"1180OO",80,66,88,7677.000,"T","F","F","M",511.000,11.000,"name23099@wwmail.inc",2008-12-06,402.609,3
"1180OO",80,66,88,12677.000,"T","F","F","M",511.000,9.000,"name7654@tnet.fr",2008-01-28,249.253,2
"1180OO",80,66,88,17677.000,,,,"M",511.000,4.000,"name21719@wwmail.inc",2009-01-10,823.981,2
"1180OO",80,66,88,27677.000,"F","F","T","M",511.000,8.000,"name28919@zigzag.cat",2010-04-20,1017.275,3
"1180UC",81,66,89,20981.000,,,,"F",8673.000,3.000,"name14398@tnet.uk",2010-07-29,102.469,2
"1180YB",82,69,88,21749.000,,,,"M",5117.000,3.000,"name14549@wwmail.de",2007-06-04,2.500,1
"1180YB",82,69,88,11749.000,,,,"M",5117.000,9.000,"name23470@wwmail.org",2007-08-01,1137.582,3
"1181BM",83,70,91,16176.000,"F","F","T","F",1963.000,8.000,"name27611@zigzag.be",2007-02-15,725.049,2
"1181ME",84,68,94,17553.000,"T","T","F","M",5380.000,3.000,"name25833@wwmail.uk",2008-09-22,856.005,4
"1181ME",84,68,94,2551.000,"F","T","F","M",5380.000,9.000,"name8955@tnet.inc",2004-10-26,3229.940,4
"1181XC",83,66,92,8399.000,,,,"F",400.000,6.000,"name7544@tnet.fr",2009-02-01,982.654,3
"1182AQ",79,69,87,14158.000,"F","T","F","F",193.000,5.000,"name6612@tnet.fr",2009-09-30,861.703,3
"1182BY",79,63,94,18753.000,"F","T","F","F",9825.000,5.000,"name2538@molbe.cat",2006-06-02,838.018,3
"1182CM",84,70,91,20363.000,"F","T","F","M",1149.000,11.000,"name11213@tnet.uk",2009-07-27,829.106,3
"1182CM",84,70,91,10363.000,"T","T","T","M",1149.000,6.000,"name19429@wwmail.es",2009-08-21,250.771,1
"1182CN",86,73,89,12684.000,"F","F","T","F",5706.000,7.000,"name5045@tnet.jp",2009-01-26,1256.189,3
"1182HI",76,61,91,21604.000,,,,"F",9579.000,1.000,"name16982@wwmail.de",2010-03-16,2148.619,6
"1182HI",76,61,91,1303.000,"T","T","F","F",9579.000,3.000,"name26380@wwmail.uk",2010-02-13,1851.064,5
"1182HI",76,61,91,26604.000,,,,"F",9579.000,9.000,"name18055@wwmail.es",2007-08-29,264.980,1
"1182IZ",78,62,86,9933.000,"T","T","F","F",287.000,6.000,"name2431@molbe.cat",2007-07-04,830.761,2
"1182KP",77,62,91,14153.000,"F","T","F","F",202.000,4.000,"name6623@tnet.fr",2010-08-08,1387.886,2
"1182KP",77,62,91,19153.000,"F","T","F","F",202.000,5.000,"name23579@wwmail.org",2009-03-05,561.695,2
"1182KP",77,62,91,29153.000,"F","T","T","F",202.000,3.000,"name12131@tnet.uk",2006-12-12,589.724,3
"1182NG",79,63,90,19251.000,"T","F","F","M",773.000,9.000,"name8740@tnet.inc",2008-09-13,110.546,2
"1182PW",83,66,90,2011.000,"F","T","F","F",6666.000,5.000,"name8642@tnet.inc",2000-05-12,87.330,1
"1182PW",83,66,90,22011.000,"F","F","T","F",6666.000,8.000,"name3327@molbe.cat",2010-11-12,338.339,3
"1182PW",83,66,90,27011.000,,,,"F",6666.000,12.000,"name3712@molbe.cat",2010-02-25,359.255,1
"1182XK",77,66,90,8809.000,,,,"F",3088.000,6.000,"name4572@tnet.jp",2006-02-26,335.400,1
"1182XK",77,66,90,13809.000,,,,"F",3088.000,10.000,"name5268@tnet.jp",2007-06-14,1014.729,2
"1182XK",77,66,90,28809.000,,,,"F",3088.000,6.000,"name25664@wwmail.uk",2010-07-23,2042.858,6
"1182XK",77,66,90,23809.000,,,,"F",3088.000,8.000,"name3845@tnet.jp",2008-12-13,1147.595,3
"1183FC",85,66,93,759.000,"F","T","F","F",1522.000,6.000,"name3172@molbe.cat",2003-03-04,1183.400,2
"1183FC",85,66,93,25960.000,,,,"F",1522.000,4.000,"name13893@tnet.uk",2010-02-07,213.732,2
"1184ZX",80,64,89,19384.000,,,,"M",6183.000,6.000,"name3618@molbe.cat",2007-10-07,576.246,1
"1184ZX",80,64,89,4888.000,"F","T","F","M",6183.000,1.000,"name28556@zigzag.cat",2010-01-30,234.341,1
"1185BN",90,77,93,5208.000,"F","T","F","M",6737.000,4.000,"name1581@lomejor.es",2002-08-13,390.610,1
"1185NM",84,71,92,4573.000,"F","T","F","F",809.000,7.000,"name6962@tnet.fr",2002-02-16,1921.290,3
"1185PK",84,71,90,8445.000,"F","F","T","F",7576.000,8.000,"name25984@wwmail.uk",2008-07-16,591.270,2
"1185PK",84,71,90,3445.000,"F","T","F","F",7576.000,6.000,"name15333@wwmail.de",2010-04-07,1767.274,5
"1185PK",84,71,90,28445.000,"T","F","F","f",7576.000,1.000,"name7804@tnet.fr",2008-07-17,1319.943,5
"1185RB",84,68,88,20434.000,"T","F","F","M",9824.000,9.000,"name21793@wwmail.inc",2007-01-21,134.222,1
"1186BT",89,75,90,21457.000,"T","F","F","M",2585.000,10.000,"name1024@hmail.uk",2007-11-24,822.118,2
"1186JS",77,64,92,16788.000,"T","T","F","M",8227.000,1.000,"name19927@wwmail.es",2010-10-05,480.483,1
"1186MW",83,69,91,2464.000,"F","T","F","F",8773.000,5.000,"name20093@wwmail.es",2000-04-14,264.400,1
"1186VX",79,60,89,29539.000,,,,"F",3763.000,1.000,"name6358@tnet.fr",2008-05-04,354.966,1
"1186XY",72,59,88,13665.000,,,,"F",3917.000,10.000,"name18232@wwmail.es",2008-10-03,612.642,3
"1186XY",72,59,88,18665.000,,,,"F",3917.000,9.000,"name868@hmail.uk",2007-09-27,853.713,2
"1186XY",72,59,88,28665.000,,,,"F",3917.000,3.000,"name15487@wwmail.de",2006-04-15,161.386,1
"1187EQ",81,63,88,15398.000,"F","T","F","F",1332.000,6.000,"name16504@wwmail.de",2008-11-11,120.058,1
"1187GL",77,63,90,7931.000,,,,"M",9288.000,11.000,"name21036@wwmail.inc",2010-05-19,371.345,3
"1187GL",77,63,90,17931.000,"T","F","F","M",9288.000,4.000,"name18573@wwmail.es",2010-03-14,83.679,2
"1187UC",78,64,91,15456.000,"F","F","T","M",9138.000,6.000,"name22211@wwmail.inc",2009-12-28,1867.876,5
"1187UC",78,64,91,10456.000,,,,"M",9138.000,5.000,"name17235@wwmail.de",2006-12-11,128.593,1
"1188LC",79,68,91,12727.000,,,,"F",450.000,2.000,"name7608@tnet.fr",2009-06-08,294.787,1
"1188PH",79,67,91,28455.000,,,,"F",1724.000,7.000,"name7811@tnet.fr",2009-02-13,493.642,3
"1188QJ",77,59,89,22634.000,,,,"M",140.000,9.000,"name27834@zigzag.be",2010-07-15,235.686,2
"1188SE",85,70,90,20135.000,"T","F","F","M",4234.000,7.000,"name23797@wwmail.org",2007-05-26,447.989,3
"1188TZ",82,69,88,14693.000,"F","T","F","M",3339.000,2.000,"name24466@wwmail.org",2009-11-26,1253.915,3
"1188TZ",82,69,88,24693.000,"F","T","F","M",3339.000,9.000,"name6820@tnet.fr",2009-04-16,570.435,3
"1188UR",89,72,92,19465.000,"T","F","T","F",569.000,6.000,"name28854@zigzag.cat",2009-11-28,746.371,2
"1188UR",89,72,92,14465.000,,,,"F",569.000,9.000,"name26676@wwmail.uk",2010-06-24,1178.681,5
"1188XV",74,57,92,7525.000,,,,"M",8363.000,11.000,"name24179@wwmail.org",2010-12-18,995.492,3
"1189CH",89,74,94,21296.000,"T","F","F","F",7853.000,9.000,"name4467@tnet.jp",2008-10-24,731.444,2
"1189CH",89,74,94,1799.000,"T","T","F","F",7853.000,10.000,"name28167@zigzag.be",2009-06-01,549.153,2
"1189CH",89,74,94,16296.000,,,,"F",7853.000,11.000,"name11791@tnet.uk",2008-02-13,511.338,1
